projOrgFDate,wfoid,project_status,approvedOn,hardcopysubmissionDate,projectCost,projectType,districtName,project_address,total_est_cost_of_proj,payment_status,regNo,startDate,endDate,districtType,projectName,promoterAddress,regFee,project_cost,extDate,project_ack_no,promoterName,disposed_date
2020-06-30 05:30:00,6503,New,19-October-2018,2018-06-28 00:22:16,90874531,Residential/Group Housing,Ahmedabad,"10,Friends colony,Nr. D.K.Patel Hall, Naranpura,Ahmedabad",90874531,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03738/191018,25-June-2018,30-June-2020,Ahmedabad,Navkar Elegance,NA,2633.6,90800000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/180627/005597,Navkar Buildcon,
2018-12-31 05:30:00,6504,Ongoing,17-November-2018,2018-06-17 00:41:32,33882821,Mixed Development,Bhavnagar,PLOT NO 1185/A OPP SBI BANK NEARBY HCG HOSPITAL SIR PATNI ROAD GHOGHA CIRCLE,33882821,Paid,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/MAA04055/EX1/190219,28-March-2017,30-December-2019,Bhavnagar,SHIVALIK RESIDENCY,NA,15831.2,31782821,2019-12-30 05:30:00,PR/BHAVNAGAR/BHAVNAGAR/BHAVNAGAR TPO/180616/005598,BRIJLAL M TULSANI,
2024-12-21 05:30:00,6506,New,22-October-2018,2018-07-06 16:35:42,182595000,Mixed Development,Ahmedabad,"PRATHAM PRIORITY,B/H VITTHAL PLAZA  NR.G.E.B.,DEHGAM ROAD,NAVA NARODA,AHMEDABAD",182595000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03771/221018,21-June-2018,21-December-2024,Ahmedabad,PRATHAM PRIORITY,NA,34500,202595000,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180706/005600,SHREEJI DEVELOPERS,
2021-12-30 05:30:00,6507,New,18-July-2018,2018-06-17 04:02:03,144315646,Commercial,Rajkot,"REVENUE SURVEY NO 42P, PLOT NO 10 TO 14,  NAVTAN PARK, MADHAPAR, 150 FEET RING ROAD,",144315646,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA03173/180718,08-June-2018,30-December-2021,Rajkot,RUNWAY HEIGHT,NA,42971,144315646,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180616/005601,KRISHNA ENTERPRISE,
2022-11-30 05:30:00,6508,New,23-July-2018,2018-07-05 16:36:43,323639000,Mixed Development,Ahmedabad,"AVADH HIGHLAND , S P RING ROAD NR M K FARM , BHADAJ",323639000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03218/230718,17-May-2018,30-November-2022,Ahmedabad,AVADH HIGHLAND,NA,70320,270939000,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180705/005603,SHREE RAM INFRA,
2020-09-30 05:30:00,6509,New,29-September-2018,2018-06-19 17:54:57,1828143244,Commercial,Surat,RAJHANS MONTESSA NR ONGC CIRCLE SURAT DUMAS ROAD,1828143244,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03532/EX2/EX1/010621,01-December-2017,30-March-2022,Surat,RAJHANS MOTESSA,NA,236750,1520000000,2022-03-30 05:30:00,PR/SURAT/SURAT CITY/SUDA/180619/005604,RAJHANS INFRACON (INDIA) PVT. LTD.,
2022-09-30 05:30:00,6510,New,05-September-2018,2018-06-19 01:20:42,39437275,Residential/Group Housing,Vadodara,"R.S NO.77 AND 92 PAIKI FINAL PLOT NO. 122/1, 122/2 CITY SURVRY NO. 2491/10, GOTRI, VADODARA",39437275,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03372/050918,31-May-2018,30-September-2022,Vadodara,ZODIAC KRIOS,NA,3625,37560000,,PR/VADODARA/VADODARA/VADODARA TPO/180618/005605,ZODIAC REALTY,
2023-03-30 05:30:00,6511,New,08-October-2018,2018-06-21 22:10:37,123794912,Mixed Development,Valsad,"SR.NO. 9,11/2,11/3,11/3P1,1063,C SR.3214 PLOT10 NEAR RAILWAY UNDER BRIDGE NALA FALIYA, JAIN STREET, VAPI",123794912,Paid,PR/GJ/VALSAD/PARDI/Others/MAA03630/081018,01-October-2017,30-March-2023,Valsad,LAXMI VILAS,NA,18432.75,123794912,,PR/VALSAD/PARDI/VALSAD TPO/180621/005629,PUSHYANT PRAVINCHANDRA  SHAH,
2026-06-12 05:30:00,6512,New,14-September-2018,2018-06-19 01:40:21,173854798,Mixed Development,Gandhinagar,"Survey No. 383/2, Nr. Jeet Bunglow, Opp. IIT Gandhinagar, Palaj",173854798,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA03424/140918,04-May-2018,12-June-2026,Gandhinagar,Jeet Residency-3BHK,NA,74670,173854798,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/180618/005606,Bihola Ghanshyamsinh Naransinh Self & P.O.A of Bihola Krishnaba Kalusinh & Shri Bihola Arvindsinh Bhavansinh,
2023-06-30 05:30:00,6513,New,09-July-2018,2018-06-19 01:58:43,474664197,Residential/Group Housing,Rajkot,"B/H AALAP GREEN CITY,  OPP. SOPAN HILL, RAIYA ROAD, RAJKOT",474664197,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA03122/090718,12-June-2018,30-June-2023,Rajkot,SOPAN LUXURIA,NA,86049.9,474664197,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180618/005607,SHREE SOPAN ENTERPRISE,
2021-01-01 05:30:00,6515,New,10-October-2018,2018-06-19 17:13:37,470045356,Commercial,Surat,"T.P. - 31 (ADAJAN), RS. NO.- 642/B & 63/2  , O.P. NO.- 107 & 79  , F.P. NO. -102 & 103, ADAJAN",470045356,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03653/A1C/260419,17-November-2017,01-January-2021,Surat,VELOCITY,NA,60575,470045356,,PR/SURAT/SURAT CITY/SUDA/180619/005608,AAGAM INFRA,
2018-12-31 05:30:00,6516,Ongoing,29-June-2018,2018-06-19 23:49:15,95618609,Residential/Group Housing,Surat,"SARJAN HEIGHTS, TP 68, FP 30 OPP : VARACHHA BANK, YOGI CHOWK, PUNA GAM, ",95618609,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03042/EX1/200219,01-June-2016,30-June-2019,Surat,Sarjan Heights,NA,86765,79510350,2019-06-30 05:30:00,PR/SURAT/SURAT CITY/SURAT TPO/180619/005609,V.A.P. Corporation,
2026-06-12 05:30:00,6517,New,14-September-2018,2018-06-19 23:40:17,306378178,Residential/Group Housing,Gandhinagar,"Survey No. 381, Nr. Jeet Bunglows Opp. IIT Gandhinagar, Palaj",306378178,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA03412/140918,04-May-2018,12-June-2026,Gandhinagar,Jeet Residency,NA,143870,306378178,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/180619/005611,Ghanshyam Bihola,
2023-06-30 05:30:00,6519,New,26-July-2018,2018-06-22 22:41:13,263005370,Mixed Development,Ahmedabad,"Sn 915/1 Punitnagar Opp Zil Residency  Ghodasar Vatva Road  , Vatva",263005370,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03241/260718,28-May-2018,30-June-2023,Ahmedabad,Mahadev Smit,NA,51000,263005370,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180622/005612,Mahadev Infrastructure,
2020-09-30 05:30:00,6520,Ongoing,23-July-2018,2018-06-20 00:43:56,27628638,Residential/Group Housing,Vadodara,"AKSHAR PLAZA B/S. NILKANTH RESIDENCY, NEAR VICENZA 51 ATLADARA BILL RAOD, ATLADARA, VADODARA",27628638,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03222/EX1/121120,27-October-2016,31-March-2021,Vadodara,AKSHAR PLAZA,NA,14058.8,27628638,2021-03-31 05:30:00,PR/VADODARA/VADODARA/GANDHINAGAR TPO/180619/005613,AKSHAR PLAZA,
2019-12-31 05:30:00,6521,Ongoing,05-October-2018,2018-07-11 00:40:01,76028542,Residential/Group Housing,Surat,R S NO 98/P 1 TP 51 (DHABHOLI) FP 119/C VILLAGE DABHOLI,76028542,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03604/EX1/110320,09-July-2015,30-June-2021,Surat,KRISHNA AVENUE,NA,64750,75348742,2020-12-31 05:30:00,PR/SURAT/SURAT CITY/SUDA/180710/005655,KRISHNA DEVELOPERS,
2020-09-30 05:30:00,6522,New,02-November-2018,2018-06-23 22:54:26,135731404,Residential/Group Housing,Ahmedabad,"SHALIN BOULEVARD, SADMA SOCIETY ROAD, NAVRANGPURA",135731404,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03915/021118,23-June-2018,30-September-2020,Ahmedabad,SHALIN BOULEVARD,"8, KOTYARK SOCIETY,  NR ABAD DAIRY, KANKARIYA",3960,135731404,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180623/005614,SHALINSHEEL INFRA LLP,
2018-10-31 05:30:00,6524,Ongoing,18-July-2018,2018-06-20 21:21:41,4715714,Commercial,Rajkot,"DEVTIRTH PARK, 80FT MAIN ROAD NR WATER TANK, RAILNAGAR",4715714,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA03176/180718,11-October-2017,31-October-2018,Rajkot,DEVBHUMI COMPLEX,NA,17783.5,4715714,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180620/005615,VALLABHBHAI B LUNAGARIYA,
2019-12-31 05:30:00,6525,New,27-September-2018,2018-06-20 18:30:02,4050000,Commercial,Rajkot,KOTHARIYA MAIN ROAD OPP.KOTHARIYA GATE,4050000,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA03517/270918,02-December-2017,31-December-2019,Rajkot,RIDDHI COMPLEX,NA,3553.8,4050000,,PR/RAJKOT/RAJKOT/GANDHINAGAR TPO/180620/005616,LAXMIKANT MAGAN DOBARIYA,
2019-12-04 05:30:00,6526,Ongoing,07-July-2018,2018-06-20 19:30:42,7686568,Commercial,Porbandar,Opp. Bhartiya Vidyalay Chhaya Main Road,7686568,Paid,PR/GJ/PORBANDAR/PORBANDAR/Others/CAA03104/A1C/EX1/231219,19-April-2018,30-June-2020,Others,Balaji Complex,"G, Vaniyawad Opp. Dena Bank",10687.25,7686568,2020-06-30 05:30:00,PR/PORBANDAR/PORBANDAR/GANDHINAGAR TPO/180620/005617,PRASHANTAMRUTLALPAIDA,
2023-06-30 05:30:00,6527,New,14-September-2018,2018-07-13 17:14:19,732565125,Commercial,Valsad,"Plot No.165/C/3, VIA Road GIDC, Vapi",732565125,Paid,PR/GJ/VALSAD/PARDI/Others/CAA03410/140918,01-June-2018,30-June-2023,Valsad,FORTUNE LANDMARK,NA,252402,662565125,,PR/VALSAD/PARDI/VALSAD TPO/180713/005739,SHRI BALAJI ENTERPRISE,
2024-06-30 05:30:00,6528,New,17-October-2018,2018-06-20 22:44:06,201368790,Commercial,Vadodara,OPP VOLTAMP TRANSFORMERS  MAKARPURA JAMBHUVA ROAD,201368790,Paid,PR/GJ/VADODARA/VADODARA/Others/CAA03720/171018,04-June-2018,30-June-2024,Vadodara,CORNER POINT,NA,60700,213108790,,PR/VADODARA/VADODARA/VADODARA TPO/180620/005618,MAHAVIR CORPORATION,
2022-12-09 05:30:00,6529,New,26-October-2018,2018-06-21 02:09:14,19116333,Mixed Development,Anand,"Keshavam Heights,  B/h Raj Shivalay Cinema",19116333,Paid,PR/GJ/ANAND/ANAND/Others/MAA03846/261018,02-April-2018,09-December-2022,Others,KESHAVAM HEIGHTS,NA,17535,19116333,,PR/ANAND/ANAND/ANAND TPO/180620/005620,KESHAVAM DEVELOPERS,
2021-06-30 05:30:00,6530,New,30-July-2018,2018-07-02 18:10:06,309813290,Commercial,Ahmedabad,"Indraprasth Business House, Behind Rasranjan Near Vijay Cross Roads,  Memnagar",309813290,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03277/300718,17-May-2018,30-June-2021,Ahmedabad,Indraprasth Business House,NA,31686.5,253195850,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180702/005628,Deep Infrastructure,
2024-06-30 05:30:00,6532,New,25-October-2018,2018-06-22 00:22:31,113192223,Mixed Development,Rajkot,"SADHUVASVANI KUNJ ROAD, RAIL NAGAR, BETWEEN, MAHARSHI ARVIND TOWNSHIP AND CHHATRAPATI SHIVAJI TOWNSHIP, 150 FEET ROAD, RAJKOT ",113192223,Paid,PR/GJ/RAJKOT/RAJKOT/Others/MAA03833/251018,07-May-2018,30-June-2024,Rajkot,SAFFRON ELEGANCE,NA,30495,113192223,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180621/005621,RUSHABH BUILDERS,
2021-06-30 05:30:00,6533,New,19-November-2018,2018-06-21 04:04:48,147681569,Mixed Development,Rajkot,SADHUVASVANI ROAD RAJKOT,147681569,Paid,PR/GJ/RAJKOT/RAJKOT/Others/MAA04063/A1M/120419,18-May-2018,30-June-2021,Rajkot,JAYAVARDHINI HEIGHTS,NA,44277.75,147681569,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180620/005622,JAYAVARDHINI LAND DEVELOPERS PRIVATE LIMITED,
2020-03-31 05:30:00,6534,Ongoing,22-November-2018,2018-07-21 23:05:19,161386727,Commercial,Ahmedabad,"NARAYAN ARCADE, NEAR NAROL OVER BRIDGE NAROL - RANIPUR",161386727,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04092/221118,20-April-2017,31-March-2020,Ahmedabad,NARAYAN ARCADE,NA,276412.5,146003400,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/180721/005692,RADHE KRISHNA DEVELOPERS,
2024-06-30 05:30:00,6535,New,09-July-2018,2018-06-23 00:18:51,325808878,Residential/Group Housing,Bharuch,"Serve no - 160/A, ,HALDARVA",325808878,Paid,PR/GJ/BHARUCH/BHARUCH/Others/RAA03125/090718,10-November-2017,30-June-2024,Others,Maharshi Villa,NA,292680,300623000,,PR/BHARUCH/BHARUCH/BHARUCH TPO/180622/005625,Devani Reality,
2023-11-30 05:30:00,6536,New,18-July-2018,2018-06-21 17:46:09,280839000,Mixed Development,Ahmedabad,"Naroda Icon, Opp. Darshan Hotel, Nr. Muthiya Toll Plaza, Naroda Dehgam Circle, Naroda, Ahmedabad, 382330",280839000,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03171/180718,02-June-2018,30-November-2023,Ahmedabad,Naroda Icon,NA,61005,280839000,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180621/005626,Muni Corporation,
2028-06-30 05:30:00,6537,New,02-November-2018,2018-07-03 21:33:21,50376675,Plotted Development,Surat,"BLOCK NO.-154/C, F.P. NO.- 12/4, T.P. NO.- 60(ANTROLI- VANKANEDA)- CHALTHAN- KARALA) MOJE- VAKANEDA, TA- PALSANA",50376675,Paid,PR/GJ/SURAT/PALSANA/SUDA/PAA03925/021118,25-April-2018,30-June-2028,Surat,RADHA RANI EMBRO PARK,NA,101175,50376675,,PR/SURAT/PALSANA/SURAT TPO/180703/005666,SAHYOG INFRA,
2021-09-30 05:30:00,6538,Ongoing,29-September-2018,2018-06-22 20:31:32,806884510,Commercial,Rajkot,NANA MAUVA MAIN ROAD NEAR MARWADI BUILDING,806884510,Paid,PR/GJ/RAJKOT/RAJKOT/Others/CAA03530/EX1/010122,08-June-2016,30-September-2022,Rajkot,OM DECORA 9 SQUARE,NA,708295,785884420,2022-09-30 05:30:00,PR/RAJKOT/RAJKOT/RAJKOT TPO/180622/005630,ARYAN ARCADE LIMITED,
2022-06-30 05:30:00,6539,New,18-July-2018,2018-06-21 23:55:45,210814236,Mixed Development,Gandhinagar,"F.P.no. :45, Nr,Infocity Junior - science Collage, Opp, Ashaka Hospital, Sargasan",210814236,Paid,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA03179/A1M/170821,30-August-2014,30-June-2022,Gandhinagar,Radian Residence,NA,31560,210814236,,PR/GANDHINAGAR/GANDHINAGAR/GANDHINAGAR TPO/180621/005632,Orbit Organizer,
2022-06-30 05:30:00,6540,New,23-July-2018,2018-06-22 23:35:08,171202425,Residential/Group Housing,Vadodara,"42, ALKAPURI SOCIETY,  OPP. ALKAPURI CLUB, ALKAPURI",171202425,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03217/230718,01-April-2018,30-June-2022,Vadodara,ICON@42 ALKAPURI,NA,13150,165007180,,PR/VADODARA/VADODARA/VADODARA TPO/180622/005633,HALLMARK DEVELOPERS CORPORATION,
2021-12-30 05:30:00,6541,New,24-July-2018,2018-06-25 16:40:23,190591838,Residential/Group Housing,Ahmedabad,"ARISE AMPLE, NR. SOLA BHAGWAT, UMIYA CAMPUS OFF S. G. HIGHWAY,",190591838,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03232/240718,01-June-2018,30-December-2021,Ahmedabad,ARISE AMPLE,NA,33300,190591838,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180625/005634,ARISE DEVELOPERS,
2020-09-30 05:30:00,6542,Ongoing,15-November-2018,2018-06-22 20:49:24,24390240,Residential/Group Housing,Rajkot,NEAR SHUMANGAL PARK KOTHARIYA,24390240,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA04030/151118,19-June-2017,30-September-2020,Rajkot,SHIVALAY VATIKA PHASE 2,NA,16607.5,24390240,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180622/005635,SOHAM DEVELOPERS,
2019-03-31 05:30:00,6543,Ongoing,13-December-2018,2018-06-26 00:09:14,11741753,Residential/Group Housing,Rajkot,"Kumbharwada Main Road, Street No. 2 Vrundavan Appartment",11741753,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA04346/131218,19-March-2016,31-March-2019,Rajkot,Vrundavan Appartment,NA,5862.85,11741753,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180625/005636,Yogibhai Prabhatbhai Kangad,
2024-02-29 05:30:00,6546,New,03-October-2018,2018-06-23 18:52:55,135346000,Mixed Development,Vadodara,"13.5 MTR ROAD, BESIDE SAVITA PARK SOCIETY KISHANWADI AJW AROAD",135346000,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA03567/031018,13-June-2018,29-February-2024,Vadodara,VALLABH RESIDENCY,NA,38265,149300000,,PR/VADODARA/VADODARA/VADODARA TPO/180623/005641,SHREENATH DEVELOPERS,
2021-12-30 05:30:00,6547,New,13-November-2018,2018-06-23 03:28:02,171725392,Mixed Development,Ahmedabad,B/H RELIANCE PETROL PUMP NR. OM AFFORD,171725392,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04012/131118,11-April-2018,30-December-2021,Ahmedabad,HARIOM ELEGANCE,NA,44295,171725000,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/180622/005638,SHIVAM BUILDCON,
2022-01-10 05:30:00,6548,New,30-July-2018,2018-06-23 02:50:41,39537600,Residential/Group Housing,Rajkot,"KASTURI RESIDENCY, STREET NO. 1 50- FEET TP ROAD, 80-FEET MAIN ROAD, KUVADAVA ROAD, ",39537600,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA03286/300718,11-July-2017,10-January-2022,Rajkot,KASTURI RESIDENCY,NA,10011.9,38737600,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180622/005639,KASTURI DEVELOPERS,
2021-06-30 05:30:00,6549,New,28-December-2018,2018-06-27 15:58:58,107386880,Residential/Group Housing,Kheda,"OPP JHANVI PARTY PLOT, NEARNILKANTH MAHADEV PIPLAG CHOKDI, NADIAD",107386880,Paid,PR/GJ/KHEDA/NADIAD/Others/RAA04507/281218,21-May-2018,30-June-2021,Others,SUBH RESIDENCY,NA,85500,107800000,,PR/KHEDA/NADIAD/NADIAD TPO/180627/005640,SHREE SIDDHI VINAYAK BUILDCON,
2022-06-30 05:30:00,6550,New,29-October-2018,2018-06-28 22:24:55,407433288,Residential/Group Housing,Surat,"Block No-87, ""warribee Victoria"" , TP No-30(Rander), FP No-126, Nr. Taj Soc, Rander",407433288,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03862/A1R/160519,01-June-2018,30-June-2022,Surat,WERRIBEE VICTORIA,NA,47890,373495862,,PR/SURAT/SURAT CITY/SURAT TPO/180628/005642,Pavalion Buildcon,
2022-06-30 05:30:00,6551,Ongoing,04-October-2018,2018-06-28 01:39:59,179596800,Residential/Group Housing,Navsari,"PLOT NO.-67, BLOCK NO.477, PAIKEE-1 CITY SURVEY NO.- A/1, AT DESARA, BILIMORA, TA. GANDEVI",179596800,Paid,PR/GJ/NAVSARI/GANDEVI/SUDA/RAA03572/041018,24-December-2013,30-June-2022,Others,RIVERA HEIGHTS,NA,185850,178596800,,PR/NAVSARI/GANDEVI/NAVASARI TPO/180627/005643,GODHANI BUILDERS,
2022-12-30 05:30:00,6552,New,29-October-2018,2018-06-23 21:27:45,83499570,Residential/Group Housing,Vadodara," KHATAMBA, DIST VADODARA",83499570,Paid,PR/GJ/VADODARA/VADODARA/Others/RAA03863/291018,12-February-2018,30-December-2022,Vadodara,SHIVALIK BUNGLOWS,NA,37718.3,67699570,,PR/VADODARA/VADODARA/VADODARA TPO/180623/005644,SHIVALIK REALTY,
2020-01-15 05:30:00,6553,New,24-July-2018,2018-07-03 20:19:51,129805900,Residential/Group Housing,Kheda,"Nr. D P Desai School, Nadiad Utarsanda Road, Nadiad",129805900,Paid,PR/GJ/KHEDA/NADIAD/Others/RAA03223/240718,15-January-2018,15-January-2020,Others,Malbar Hill,NA,71000,129805900,,PR/KHEDA/NADIAD/GANDHINAGAR TPO/180703/005652,Ananta Developers,
2019-03-31 05:30:00,6556,Ongoing,18-July-2018,2018-06-26 01:20:17,46990000,Residential/Group Housing,Rajkot,UMA PALACE OPP PANJOORI APARTMENT SADHUVASVANI ROAD RAJKOT,46990000,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA03177/180718,20-October-2017,31-March-2019,Rajkot,UMA PALACE,NA,16384.03,46990000,,PR/RAJKOT/RAJKOT/RAJKOT TPO/180625/005648,T T DEVELOPERS,
2019-03-31 05:30:00,6557,New,10-October-2018,2018-07-10 17:17:15,127540139,Commercial,Ahmedabad,At Khoda Opp. Tata Vendor Park,127540139,Paid,PR/GJ/AHMEDABAD/SANAND/AUDA/CAA03652/EX2/241219,21-March-2018,31-March-2020,Ahmedabad,Avichal Galaxy,NA,1000000,127540139,2020-03-31 05:30:00,PR/AHMEDABAD/SANAND/AUDA/180710/005647,Avichal Projects LLP,
2019-03-31 05:30:00,6558,Ongoing,01-December-2018,2018-06-28 21:48:27,19300470,Mixed Development,Rajkot,"VRUNDAVAN VATIKA, SURVEY NO 21 PLOT NO  34 AND 35, 80 FEET ROAD, 150 FEET RING ROAD",19300470,Paid,PR/GJ/RAJKOT/RAJKOT/Others/MAA04221/011218,09-February-2018,31-March-2019,Rajkot,VRAJ PALACE,NA,16042.6,19300470,,PR/RAJKOT/RAJKOT/GANDHINAGAR TPO/180628/005650,RADHESHREE DEVELOPERS,
2024-04-30 05:30:00,6559,New,09-July-2018,2018-06-26 01:11:56,1249878661,Residential/Group Housing,Surat,"BLOCK NO. 125,129, O.P. NO. 65, F.P. NO. 36, T.P. NO. 43 BHIMRAD",1249878661,Paid,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03127/090718,01-May-2018,30-April-2024,Surat,SWAGAT CLIFTON,NA,110470,1249878661,,PR/SURAT/SURAT CITY/SUDA/180625/005649,SWAGAT CORPORATION,
2020-06-30 05:30:00,6560,New,12-September-2018,2018-07-04 21:45:21,568015515,Residential/Group Housing,Ahmedabad,"SHANTIGRAM, ADANI TOWNSHIP NEAR VAISNODEVI CIRCLE, S.G.HIGHWAY",568015515,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03398/120918,01-June-2018,30-June-2020,Ahmedabad,WATERLILY-PHASE 5,NA,37290,568015516,,PR/AHMEDABAD/AHMEDABAD CITY/AUDA/180704/005651,ADANI TOWNSHIP & REAL ESTATE COMPANY PRIVATE LIMITED,
2023-06-30 05:30:00,6561,New,21-July-2018,2018-06-26 22:58:42,404668020,Mixed Development,Ahmedabad,"Chandralay Apartment, Near Sundarnagar, Ankur to Naranpura Cross Road, Naranpura,",404668020,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03212/A1M/250619,21-May-2018,30-June-2023,Ahmedabad,The Spenta - 2,NA,59850,404668020,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/180626/005653,Shivaay Procon LLP,
2022-09-30 05:30:00,6562,New,09-October-2018,2018-06-27 00:54:23,317839650,Mixed Development,Vadodara,"AKSHAR VANDAN, NEAR KISHAN CLASSIC,  B/H BRIGHT CBSE SCHOOL, TANDLJA",317839650,Paid,PR/GJ/VADODARA/VADODARA/Others/MAA03639/091018,03-April-2018,30-September-2022,Vadodara,AKSHAR VANDAN,NA,85590,317839650,,PR/VADODARA/VADODARA/GANDHINAGAR TPO/180626/005654,AKSHAR VANDAN,
2022-04-18 05:30:00,6563,Ongoing,06-February-2019,2018-07-09 21:53:52,198196000,Residential/Group Housing,Bharuch,"SKY CITY  NO.81,OPP,PANI PURVATHA TANKI, BESIDE MAA RESIDENCY,ANKLESHWAR,393001 KY CITY  NO.81,OPP,PANI PURVATHA TANKI, BESIDE MAA RESIDENCY,ANKLESHWAR,393001",198196000,Paid,PR/GJ/BHARUCH/ANKLESVAR/Others/RAA04804/060219,18-October-2016,18-April-2022,Others,Sky City,NA,658630,150323280,,PR/BHARUCH/ANKLESVAR/BHARUCH TPO/180709/005669,Katariya Properties Pvt.Ltd.,
2019-08-30 05:30:00,6564,Ongoing,16-December-2018,2018-09-16 02:38:39,31857417,Residential/Group Housing,Rajkot,RAJKOT R S NO 96  2 TPS NO 12 KNOWN AS VRUNDAVAN PARK 50 FEET ROAD B H DMART KUVADVA ROAD RAJKOT,31857417,Paid,PR/GJ/RAJKOT/RAJKOT/Others/RAA04389/EX1/280819,21-April-2018,31-March-2020,Rajkot,VRUNDAVAN ARCADE,NA,8260,20000000,2020-03-31 05:30:00,PR/RAJKOT/RAJKOT/RAJKOT TPO/180915/005949,RAMDEV DEVELOPERS,
2022-12-30 05:30:00,6565,New,26-July-2018,2018-06-28 00:54:22,218745128,Commercial,Ahmedabad,"KALP INDUSTRIAL PARK, NEAR SAHAJANAND BUSINESS PARK S P RING ROAD, NIKOL",218745128,Paid,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03242/260718,22-May-2018,30-December-2022,Ahmedabad,KALP INDUSTRIAL PARK,NA,204100,218745128,,PR/AHMEDABAD/AHMEDABAD CITY/AHMEDABAD TPO/180627/005656,SHYAM DEVELOPERS,
2021-10-05 05:30:00,6569,New,21-January-2019,2018-06-28 16:36:47,224579220,Mixed Development,Surat,"BLOCK NO. 336,337(NEW BLOCK NO. 394,395) MOJE: KATHODARA, KAMREJ",224579220,Paid,PR/GJ/SURAT/KAMREJ/SUDA/MAA04712/A1M/EX1/141221,06-April-2018,30-September-2022,Surat,TWIN TOWER & BUSINESS HUB,NA,63144,224579220,2022-09-30 05:30:00,PR/SURAT/KAMREJ/SUDA/180628/005659,ARADHANA DEVELOPERS,
